"SC","名称","決算期","決算発表日（本決算）","売上高（百万円）","営業利益（百万円）","経常利益（百万円）","当期利益（百万円）","総資産（百万円）","自己資本（百万円）","資本金（百万円）","有利子負債（百万円）","自己資本比率","ROE","ROA","発行済株式数"
"4420","イーソル","202212","20230214","8872","-353","-250","-357","7213","5409","1041","-","75","-6.38","-4.93","21460800"
"4421","ディ・アイ・システム","202209","20221114","5498","286","285","194","2458","1055","291","191","42.9","18.65","8.58","3058000"
"4422","VALUENEX","202207","20220914","653","40","52","33","967","734","531","-","75.9","4.65","3.65","2893300"
"4423","アルテリア・ネットワークス","202203","20220513","55402","9541","9243","6033","99081","26017","5150","36163","26.3","24.31","6.39","50000000"
"4424","Amazia","202209","20221110","6547","116","144","41","2864","1894","366","-","66.1","2.14","1.39","6754600"
"4425","Kudan","202203","20220513","271","-433","-681","-2237","770","637","897","-","82.7","-213.96","-193.68","8490867"
"4427","EduLab","202209","20221114","9758","-234","100","-818","12437","4900","5279","4986","39.4","-15.05","-5.21","10196870"
"4428","シノプス","202212","20230213","1455","224","224","153","2005","1542","425","28","76.9","10.28","7.66","6221000"
"4429","リックソフト","202202","20220414","4308","437","450","326","2932","2255","337","-","76.9","15.69","10.69","4520200"
"4430","東海ソフト","202205","20220714","7303","673","658","442","7811","4082","826","1691","52.3","11.24","5.86","4920300"
"4431","スマレジ","202204","20220613","4296","636","592","557","5356","4309","1150","-","80.5","12.93","10.4","19635000"
"4432","ウイングアーク1st","202202","20220413","19833","5986","5910","4352","58919","30543","1084","14188","51.8","15.48","7.58","34571170"
"4433","ヒト・コミュニケーションズ・ホールディングス","202208","20221012","64130","5739","5759","3227","34225","16922","450","4128","49.4","20.82","9.87","17899333"
"4434","サーバーワークス","202202","20220414","10920","638","653","442","11673","9035","3218","-","77.4","4.89","3.79","7753506"
"4435","カオナビ","202203","20220512","4496","174","163","210","3992","1207","1125","454","30.2","19.38","6","11581700"
"4436","ミンカブ・ジ・インフォノイド","202203","20220512","5482","874","828","696","9757","7343","3514","1455","75.3","12.36","8.31","14971200"
"4437","gooddaysホールディングス","202203","20220513","6113","450","471","292","3487","2073","190","248","59.4","15.43","8.98","3366360"
"4438","Welby","202212","20230210","1050","60","73","33","1395","1246","916","8","89.3","2.69","2.37","7832800"
"4439","東名","202208","20221013","17701","334","439","269","9355","5074","607","2000","54.2","5.4","3.14","7363500"
"4440","ヴィッツ","202208","20221013","2345","236","265","175","2855","2270","611","-","79.5","8.01","6.36","4176000"
"4441","トビラシステムズ","202210","20221209","1681","540","532","322","2667","1710","331","295","64.1","20.13","13.31","10623600"
"4442","バルテス","202203","20220513","6707","570","580","413","2930","1712","90","195","58.4","25.76","15.1","7150000"
"4443","Sansan","202205","20220714","20420","631","968","857","26292","11946","6426","3024","45.4","7.01","3.39","125343056"
"4444","インフォネット","202203","20220512","1739","-41","-57","-89","1733","826","274","491","47.7","-10.32","-6","2022843"
"4445","リビン・テクノロジーズ","202209","20221114","3029","379","380","235","2008","1134","194","296","56.5","23.14","12.19","1343488"
"4446","Link-U","202207","20220914","2275","117","86","33","2860","2058","476","-","72","1.58","1.2","14132700"
"4447","ピー・ビーシステムズ","202209","20221110","2503","270","262","183","1910","891","246","117","46.6","22.56","10.53","6488300"
"4448","Chatwork","202212","20230210","4593","-719","-724","-687","5400","2831","2622","865","52.4","-22.32","-13","40017220"
"4449","ギフティ","202212","20230214","4723","362","352","10","19769","7802","3166","8283","39.5","0.13","0.05","29161102"
"4450","パワーソリューションズ","202212","20230214","5313","471","469","318","3419","2288","399","-","66.9","15.12","10.2","1415686"
"4452","花王","202212","20230202","1551059","110071","115848","86038","1726350","972061","85424","127836","56.3","8.88","5.02","465900000"
"4461","第一工業製薬","202203","20220516","62672","4626","4192","2492","86469","36767","8895","27762","42.5","6.98","2.91","10684321"
"4462","石原ケミカル","202203","20220513","19036","2355","2514","2049","25884","21494","1980","-","83","9.75","8.06","16308280"
"4463","日華化学","202212","20230210","50627","2628","3132","2114","56122","27960","2898","10338","49.8","7.98","3.82","17710000"
"4464","ソフト99コーポレーション","202203","20220513","28435","3760","3962","2755","59231","51391","2310","-","86.8","5.44","4.73","22274688"
"4465","ニイタカ","202205","20220714","17792","1825","1855","1231","20796","12524","585","3057","60.2","10.34","5.97","5943052"
"4471","三洋化成工業","202203","20220512","162526","11868","12771","6699","200194","144480","13051","7887","72.2","4.7","3.38","23534752"
"4475","HENNGE","202209","20221111","5646","462","452","321","5205","2091","521","-","40.2","16.32","6.62","32500600"
"4476","AI_CROSS","202212","20230214","3305","223","218","95","2037","1633","14","18","80.2","6","4.74","4006550"
"4477","BASE","202212","20230208","9739","-1508","-1495","-1732","31278","13501","8614","-","43.2","-12.11","-5.48","113939964"
"4478","フリー","202206","20220812","14380","-3042","-3085","-11609","47413","36095","24724","576","76.1","-28.09","-22.61","57361591"
"4479","マクアケ","202209","20221025","4206","-324","-302","-1347","8255","5528","3120","-","67","-21.78","-14.49","12568700"
"4480","メドレー","202212","20230214","14185","1290","1526","1017","21810","15082","40","2376","69.2","7","4.84","32738600"
"4481","ベース","202212","20230214","17045","3910","3931","2726","14559","10333","1069","91","71","29.16","20.97","18176400"
"4482","ウィルズ","202212","20230214","3816","702","693","417","3261","1662","246","361","51","27.8","14.11","21054400"
"4483","JMDC","202203","20220510","21814","4800","4785","3258","62064","31181","9091","11705","50.2","10.96","5.43","62887408"
"4484","ランサーズ","202203","20220513","4073","-367","-358","-672","2840","1188","59","-","41.8","-44.43","-21.43","15783503"
"4485","JTOWER","202203","20220512","4216","560","555","644","25005","15219","7989","210","60.9","5.76","3.09","22026718"
"4486","ユナイトアンドグロウ","202212","20230214","2335","324","324","238","2366","1599","344","50","67.6","15.98","10.64","3936800"
"4487","スペースマーケット","202212","20230210","1232","-114","-113","-114","1697","686","255","191","40.4","-15.37","-6.71","11958100"
"4488","AI_inside","202203","20220512","3310","569","563","411","6848","4730","1222","1600","69.1","9.2","5.74","3997750"
"4489","ペイロール","202203","20220512","8207","1416","1360","1089","21837","12244","390","5033","56.1","9.54","5.12","17987700"
"4490","ビザスク","202202","20220414","3702","-112","-389","-475","18750","9982","422","4114","53.2","-8.63","-4.59","9147600"
"4491","コンピューターマネージメント","202203","20220510","6491","493","499","353","3968","2585","402","-","65.1","14.35","9.23","2033200"
"4492","ゼネテック","202203","20220516","4683","190","254","56","3253","1859","358","50","57.1","3.04","1.84","3881000"
"4493","サイバーセキュリティクラウド","202212","20230214","2275","385","395","306","2157","1296","415","279","60.1","27.42","16.37","9416244"
"4494","バリオセキュア","202202","20220413","2566","751","701","500","7122","4323","330","1786","60.7","12.09","6.97","4515613"
"4495","アイキューブドシステムズ","202206","20220809","2454","826","817","539","3202","2221","404","-","69.4","24.27","16.83","5281350"
"4496","コマースOneホールディングス","202203","20220513","2939","676","716","495","3108","2286","210","-","73.6","24.16","17.37","7523400"
"4498","サイバートラスト","202203","20220427","5731","868","872","530","7222","4873","794","-","67.5","12.15","8.11","8039800"
"4499","Speee","202209","20221111","11238","1559","1589","1082","8923","5940","1376","823","66.6","20.06","13.09","10386350"
"4502","武田薬品工業","202203","20220511","3569006","460844","302571","230059","13178018","5683019","1676263","4345411","43.1","4.24","1.76","1582296025"
"4503","アステラス製薬","202203","20220427","1296163","155686","156886","124086","2332395","1460308","103001","-","62.6","8.72","5.39","1809663075"
"4506","住友ファーマ","202203","20220513","560035","60234","82961","56413","1308007","607888","22400","269048","46.5","9.49","4.31","397900154"
"4507","塩野義製薬","202203","20220511","335138","110312","126268","114185","1150601","975661","21279","-","84.8","12.54","10.62","307386165"
"4512","わかもと製薬","202203","20220516","8383","-13","72","238","14953","11480","3395","100","76.8","2.08","1.61","34838325"
"4516","日本新薬","202203","20220630","137484","32948","33301","24986","219943","180586","5174","-","82.1","14.58","11.98","70251484"
"4519","中外製薬","202212","20230202","1259946","533309","531166","374429","1869758","1424387","73202","-","76.2","28.67","21.97","1679057667"
"4521","科研製薬","202203","20220511","76034","17064","17542","9549","165181","137747","23853","3850","83.4","6.97","5.81","45939730"
"4523","エーザイ","202203","20220513","756226","53750","54458","47954","1239315","748822","44986","94893","60.4","6.61","4.12","296566949"
"4524","森下仁丹","202203","20220511","9563","299","340","283","14479","10455","3537","749","72.2","2.73","1.96","4150000"
"4526","理研ビタミン","202203","20220513","79231","5840","6182","21582","102660","66520","2537","17534","64.8","38.31","20.63","33705100"
"4527","ロート製薬","202203","20220512","199646","29349","29084","21018","274627","177907","6504","21383","64.8","12.61","8.4","236178310"
"4528","小野薬品工業","202203","20220511","361361","103195","105025","80519","739203","655906","17358","-","88.7","12.47","10.84","517425200"
"4530","久光製薬","202202","20220407","120193","9337","12638","9658","302858","252914","8473","1290","83.5","3.83","3.2","85164895"
"4531","有機合成薬品工業","202203","20220516","12361","413","397","248","21172","11004","3471","5043","52","2.26","1.18","21974000"
"4534","持田製薬","202203","20220513","110179","14392","14799","10569","163139","128646","7229","-","78.9","8.27","6.51","38500000"
"4536","参天製薬","202203","20220510","266257","35886","35616","27218","459976","337489","8672","23613","73.4","8.44","6.31","375871854"
"4538","扶桑薬品工業","202203","20220511","49632","1924","1996","1483","69334","34532","10758","11693","49.8","4.35","2.13","9451169"
"4539","日本ケミファ","202203","20220513","32506","825","1022","700","49453","18484","4304","14580","37.4","3.84","1.45","4261420"
"4540","ツムラ","202203","20220510","129546","22376","25904","18836","350981","239770","30142","49690","68.3","8.23","5.62","76758362"
"4543","テルモ","202203","20220512","703303","115960","114501","88813","1473693","1012313","38716","225996","68.7","9.5","6.29","747682540"
"4544","H.U.グループホールディングス","202203","20220512","272944","50490","47422","29599","286587","140106","9231","57321","48.9","23.19","10.98","57471867"
"4547","キッセイ薬品工業","202203","20220510","65381","-1402","562","12921","238087","201386","24356","1640","84.6","6.14","5.1","51811185"
"4548","生化学工業","202203","20220513","34851","4495","5395","3733","75244","66340","3840","300","88.2","5.75","5.14","56814093"
"4549","栄研化学","202203","20220428","42996","8387","8508","6218","62512","45487","6897","3000","72.8","14.32","10.52","43541438"
